,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
LBGI,adult#010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10545197019649,0.3663636246190931,0.0,0.0,0.0,0.0,0.053080114366509924,1.0425597760524006,2.648392679120555,3.0019539190501874,1.8634299949521835,0.7316415193284099,0.1917033909711967,0.056631852437197594
HBGI,adult#010,3.237655568386778,5.281313140475104,10.329210174516087,7.231977209776147,3.298738440402422,4.80006465974255,10.23492792230989,6.043089432802273,2.07841851559347,1.3130565883352554,0.06005434082138977,0.444792849968857,4.355469528187474,4.008376746482749,1.9760059266307204,1.384274111699023,0.07770848855303493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Risk Index,adult#010,3.237655568386778,5.281313140475104,10.329210174516087,7.231977209776147,3.298738440402422,4.80006465974255,10.23492792230989,6.043089432802273,2.07841851559347,1.3130565883352554,0.16550631101787977,0.81115647458795,4.355469528187474,4.008376746482749,1.9760059266307204,1.384274111699023,0.13078860291954486,1.0425597760524006,2.648392679120555,3.0019539190501874,1.8634299949521835,0.7316415193284099,0.1917033909711967,0.056631852437197594
