,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
LBGI,adult#001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003377894708606077,0.05360031143577936,0.0,0.0,0.0,0.0,0.1086545861158393,1.1191057423657675,2.710112812315393,3.5943955344548755,3.146447658637566,2.0400991663728965,0.9948185806358859,0.35094550854545653
HBGI,adult#001,1.5043551865263234,2.9052741871503436,7.046605214354393,5.161996523364524,3.549629141506466,6.197518454554214,10.795789782244883,5.003062623264301,1.8275563998998818,2.0962161687855514,0.3722601349332659,0.2550328359056005,1.9445650451869,0.5532851183404787,0.04503627280486542,0.26280812360190303,0.006149873579677661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Risk Index,adult#001,1.5043551865263234,2.9052741871503436,7.046605214354393,5.161996523364524,3.549629141506466,6.197518454554214,10.795789782244883,5.003062623264301,1.8275563998998818,2.0962161687855514,0.3725979244041265,0.30863314734137987,1.9445650451869,0.5532851183404787,0.04503627280486542,0.26280812360190303,0.11480445969551696,1.1191057423657675,2.710112812315393,3.5943955344548755,3.146447658637566,2.0400991663728965,0.9948185806358859,0.35094550854545653
