Time,p2u_relative,reduction_factor,autosens_ratio,sick,autotune_isf,effective_isf,pump_isf,bg
2018-01-01 08:00:00,1.0,1.0,,,,,,155.31751167667994
2018-01-01 08:05:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,154.78193225105025
2018-01-01 08:10:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,152.2635313668057
2018-01-01 08:15:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,150.3811772468395
2018-01-01 08:20:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,148.32648940798651
2018-01-01 08:25:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,145.3839110956813
2018-01-01 08:30:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,141.62191433576717
2018-01-01 08:35:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,138.78151153511368
2018-01-01 08:40:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,138.79161451754277
2018-01-01 08:45:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,141.91618257980699
2018-01-01 08:50:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,144.8767223397646
2018-01-01 08:55:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,143.88533552917963
2018-01-01 09:00:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,137.72562015360776
2018-01-01 09:05:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,130.64221364396946
2018-01-01 09:10:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,127.84606221241387
2018-01-01 09:15:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,131.91005368322826
2018-01-01 09:20:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,139.7381549186077
2018-01-01 09:25:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,147.25302383734356
2018-01-01 09:30:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,152.40579897920856
2018-01-01 09:35:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,157.63368556814726
2018-01-01 09:40:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,165.8372737768398
2018-01-01 09:45:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,178.0828650843017
2018-01-01 09:50:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,192.2135203660986
2018-01-01 09:55:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,205.5563862924161
2018-01-01 10:00:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,216.4835985580305
2018-01-01 10:05:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,225.36667385288996
2018-01-01 10:10:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,233.17575767169325
2018-01-01 10:15:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,241.01982343655877
2018-01-01 10:20:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,250.1113218185983
2018-01-01 10:25:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,257.27320614710766
2018-01-01 10:30:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,250.0404162962925
2018-01-01 10:35:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,245.5131600714069
2018-01-01 10:40:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,242.7286281893818
2018-01-01 10:45:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,240.72161009581964
2018-01-01 10:50:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,238.52104673487312
2018-01-01 10:55:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,235.23917169420764
2018-01-01 11:00:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,230.69339126491946
2018-01-01 11:05:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,226.2053208094897
2018-01-01 11:10:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,223.30900113391655
2018-01-01 11:15:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,222.42893428202152
2018-01-01 11:20:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,221.6371972878572
2018-01-01 11:25:00,1.0,1.0,1.0,0.0,41.24839268763161,41.248,41.24839268763161,218.6304350607346
