Time,p2u_relative,reduction_factor,autosens_ratio,sick,autotune_isf,effective_isf,pump_isf,bg
2018-01-01 08:00:00,1.0,1.0,,,,,,154.85751167667993
2018-01-01 08:05:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,154.32193260400962
2018-01-01 08:10:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,151.80354314774414
2018-01-01 08:15:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,149.92127223984775
2018-01-01 08:20:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,147.86683995129172
2018-01-01 08:25:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,144.9247010736206
2018-01-01 08:30:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,141.16326928037537
2018-01-01 08:35:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,138.3236275195236
2018-01-01 08:40:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,138.3350603443439
2018-01-01 08:45:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,141.46221881441272
2018-01-01 08:50:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,144.4275243009922
2018-01-01 08:55:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,143.44408520799922
2018-01-01 09:00:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,137.296447149447
2018-01-01 09:05:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,130.23005973238682
2018-01-01 09:10:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,127.46017481893284
2018-01-01 09:15:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,131.57525737688533
2018-01-01 09:20:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,139.44517584305515
2018-01-01 09:25:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,146.75707197924538
2018-01-01 09:30:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,151.05576053384226
2018-01-01 09:35:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,154.39220322404253
2018-01-01 09:40:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,159.42283435920362
2018-01-01 09:45:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,167.15096356705232
2018-01-01 09:50:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,175.57893038525333
2018-01-01 09:55:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,182.41366847233576
2018-01-01 10:00:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,186.52892012546477
2018-01-01 10:05:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,188.79132011186164
2018-01-01 10:10:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,190.57333802191522
2018-01-01 10:15:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,193.26037751100213
2018-01-01 10:20:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,198.21796463093472
2018-01-01 10:25:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,202.3193516568833
2018-01-01 10:30:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,193.0740507148211
2018-01-01 10:35:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,187.50757229879972
2018-01-01 10:40:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,184.55581505950926
2018-01-01 10:45:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,183.14147253071727
2018-01-01 10:50:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,182.1780700299722
2018-01-01 10:55:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,180.66192063601352
2018-01-01 11:00:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,178.29578004401506
2018-01-01 11:05:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,176.28892110290352
2018-01-01 11:10:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,176.06446378352683
2018-01-01 11:15:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,177.9350517928156
2018-01-01 11:20:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,179.85682807259064
2018-01-01 11:25:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,179.40308285418348
2018-01-01 11:30:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,175.5300072327733
2018-01-01 11:35:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,170.13411378984802
2018-01-01 11:40:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,165.65816290265474
2018-01-01 11:45:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,163.39980312286616
2018-01-01 11:50:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,162.22874667888516
2018-01-01 11:55:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,160.54274081905092
2018-01-01 12:00:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,157.52247959756772
2018-01-01 12:05:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,154.0097334066273
2018-01-01 12:10:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,151.18616846667072
2018-01-01 12:15:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,149.8019311982986
2018-01-01 12:20:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,149.68473657527505
2018-01-01 12:25:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,150.44210790775287
2018-01-01 12:30:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,151.63173213290506
2018-01-01 12:35:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,152.69612983989967
2018-01-01 12:40:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,153.0327384089348
2018-01-01 12:45:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,152.0055498580774
2018-01-01 12:50:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,148.94036758089217
2018-01-01 12:55:00,1.0,1.0,1.0,0.0,51.05967759730436,51.06,51.05967759730436,145.43499627988564
