,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
LBGI,adult#010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037732916968898154,0.21025832488187568,0.0,0.0,0.0,0.0,0.033206604027052916,0.8390756189383953,2.190807791057756,2.420396484894978,1.4095253836878572,0.4739907718653123,0.0739392426760888,0.0022466171044906633
HBGI,adult#010,3.237655568386778,5.281313140475104,10.334798975967853,7.465831581359931,3.8907064854131903,5.715109742632005,11.37551631272319,6.953331338376226,2.736563631192224,1.8321635574817614,0.1434895322365701,0.5504751955247579,4.7036988651760785,4.22200748684565,2.101095387087357,1.4930514029478603,0.1006534214770995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Risk Index,adult#010,3.237655568386778,5.281313140475104,10.334798975967853,7.465831581359931,3.8907064854131903,5.715109742632005,11.37551631272319,6.953331338376226,2.736563631192224,1.8321635574817614,0.18122244920546826,0.7607335204066336,4.7036988651760785,4.22200748684565,2.101095387087357,1.4930514029478603,0.13386002550415244,0.8390756189383953,2.190807791057756,2.420396484894978,1.4095253836878572,0.4739907718653123,0.0739392426760888,0.0022466171044906633
