Patient,A_Loop_full_TIR,A_Loop_full_TAR,A_Loop_full_TBR,A_Loop_pre_TIR,A_Loop_pre_TAR,A_Loop_pre_TBR,A_Loop_illness_TIR,A_Loop_illness_TAR,A_Loop_illness_TBR,A_Loop_post_TIR,A_Loop_post_TAR,A_Loop_post_TBR,D_Autotune_Autosens_full_TIR,D_Autotune_Autosens_full_TAR,D_Autotune_Autosens_full_TBR,D_Autotune_Autosens_pre_TIR,D_Autotune_Autosens_pre_TAR,D_Autotune_Autosens_pre_TBR,D_Autotune_Autosens_illness_TIR,D_Autotune_Autosens_illness_TAR,D_Autotune_Autosens_illness_TBR,D_Autotune_Autosens_post_TIR,D_Autotune_Autosens_post_TAR,D_Autotune_Autosens_post_TBR
adolescent#003,61.81502603520952,38.18497396479048,0.0,91.75347222222221,8.246527777777777,0.0,21.81712962962963,78.18287037037037,0.0,91.84735472679965,8.152645273200347,0.0,63.550706669972726,36.449293330027274,0.0,93.83680555555556,6.163194444444445,0.0,22.916666666666664,77.08333333333334,0.0,94.18907198612315,5.810928013876843,0.0
